year,month,state,handgun_unadjusted,long_gun_unadjusted,total_unadjusted,handgun_adjusted,long_gun_adjusted,total_adjusted
2017,12,Delaware,2641,2837,5478,2072,1711,3783
2017,12,District of Columbia,66,6,72,78,4,82
2017,12,Florida,77627,43584,121211,61039,27499,88538
2017,12,Georgia,23928,22988,46916,15901,10909,26810
2017,12,Guam,105,80,185,93,69,162
2017,12,Hawaii,0,0,0,,,
2017,12,Idaho,6790,8420,15211,4613,5490,10103
2017,12,Illinois,31788,17675,49463,25654,12943,38597
2017,12,Indiana,30424,22930,53353,22536,14865,37401
2017,12,Iowa,262,5154,5415,172,2913,3085
2017,12,Kansas,10585,11749,22334,7534,6641,14175
2017,12,Kentucky,19119,18432,37551,12538,9895,22433
2017,12,Louisiana,18293,23385,41678,13116,11655,24771
2017,12,Maine,4468,4978,9446,3697,3868,7565
2017,12,Mariana Islands,14,12,26,,,
2017,12,Maryland,5101,8950,14050,4538,6090,10628
2017,12,Massachusetts,6758,4002,10760,6130,3344,9474
2017,12,Michigan,15025,15477,30502,12163,11080,23243
2017,12,Minnesota,6796,11629,18425,5730,10549,16279
2017,12,Mississippi,14854,18731,33585,9897,8311,18208
2017,12,Missouri,32817,31417,64234,23928,20101,44029
2017,12,Montana,4842,6939,11781,3624,5114,8738
2017,12,Nebraska,221,4155,4376,151,2284,2435
2017,12,Nevada,7244,4991,12234,5675,3360,9035
2017,12,New Hampshire,6580,4065,10645,5512,3294,8806
2017,12,New Jersey,4443,5598,10041,4865,4235,9100
2017,12,New Mexico,9441,8659,18100,7519,5667,13185
2017,12,New York,11454,21877,33331,10694,15916,26609
2017,12,North Carolina,2988,27856,30844,2062,14592,16654
2017,12,North Dakota,2318,3710,6028,1933,3149,5082
2017,12,Ohio,39386,31990,71376,29232,20553,49785
2017,12,Oklahoma,20165,21163,41328,14162,12180,26342
2017,12,Oregon,20251,16877,37128,15974,12195,28169
2017,12,Pennsylvania,63609,21790,85398,51129,15931,67060
2017,12,Puerto Rico,2564,380,2944,2425,351,2776
2017,12,Rhode Island,1487,1070,2558,1361,900,2261
2017,12,South Carolina,16585,16072,32657,11835,8143,19978
2017,12,South Dakota,4144,6136,10280,3190,4525,7714
2017,12,Tennessee,41646,31708,73354,28763,17312,46075
2017,12,Texas,81680,77294,158974,57418,44208,101625
2017,12,United States,888494,793364,1681858,670890,499866,1170756
2017,12,Utah,7072,9435,16507,4273,4706,8979
2017,12,Vermont,1988,2100,4088,1704,1711,3415
2017,12,Virgin Islands,24,1,25,,,
2017,12,Virginia,34192,27682,61874,26662,17209,43872
2017,12,Washington,24016,18528,42545,18651,13920,32571
2017,12,West Virginia,11988,13199,25187,7825,7809,15634
2017,12,Wisconsin,17361,15897,33258,14846,13659,28506
2017,12,Wyoming,3171,3546,6718,2119,2386,4505
2018,01,Alabama,6578,7136,13714,7474,8523,15997
2018,01,Alaska,2179,1934,4113,3105,3068,6173
2018,01,Arizona,13409,8275,21684,13649,9511,23160
2018,01,Arkansas,5784,5922,11706,6488,6945,13434
2018,01,California,41068,25211,66279,41243,28535,69778
2018,01,Colorado,20425,14545,34970,22080,16847,38928
2018,01,Connecticut,5548,2012,7560,5150,2088,7237
2018,01,Delaware,1630,1412,3043,1483,1505,2987
2018,01,District of Columbia,79,4,84,74,3,77
2018,01,Florida,55125,24670,79795,56568,25160,81728
2018,01,Georgia,12405,8525,20930,13973,10448,24421
2018,01,Guam,89,55,144,90,56,146
2018,01,Hawaii,0,0,0,,,
2018,01,Idaho,3480,3776,7257,3861,5005,8865
2018,01,Illinois,24847,11679,36526,24974,12672,37646
2018,01,Indiana,20074,12044,32118,20599,14030,34629
2018,01,Iowa,134,2208,2342,148,2910,3057
2018,01,Kansas,6096,5618,11714,6310,6313,12623
2018,01,Kentucky,9456,6743,16199,10886,8242,19128
2018,01,Louisiana,9802,8974,18776,10672,10749,21421
2018,01,Maine,3011,2286,5296,3466,3174,6641
2018,01,Mariana Islands,6,6,11,,,
2018,01,Maryland,5128,4878,10007,4870,5266,10136
2018,01,Massachusetts,5150,2856,8006,5089,2824,7912
2018,01,Michigan,9527,7213,16740,10894,9751,20644
2018,01,Minnesota,4919,5660,10579,5358,8383,13740
2018,01,Mississippi,7168,6137,13304,8277,7558,15834
2018,01,Missouri,19867,14546,34414,21221,16845,38067
2018,01,Montana,2343,3244,5587,2923,4515,7439
2018,01,Nebraska,120,1892,2012,125,2167,2292
2018,01,Nevada,4969,2699,7668,5121,3089,8210
2018,01,New Hampshire,4707,2589,7296,4899,3019,7917
2018,01,New Jersey,4740,3840,8580,4948,3962,8910
2018,01,New Mexico,5775,4462,10237,6672,5196,11868
2018,01,New York,10179,11351,21530,9702,13340,23042
2018,01,North Carolina,1610,11136,12747,1857,12617,14474
2018,01,North Dakota,1538,2179,3717,1657,2837,4494
2018,01,Ohio,24462,14761,39223,27196,17810,45006
2018,01,Oklahoma,11859,10077,21936,12417,11537,23954
2018,01,Oregon,13962,9878,23840,14508,11700,26208
2018,01,Pennsylvania,41039,11266,52305,43134,13524,56658
2018,01,Puerto Rico,1899,221,2120,2080,252,2332
2018,01,Rhode Island,1273,842,2114,1177,837,2013
2018,01,South Carolina,9018,5998,15016,9557,7112,16669
2018,01,South Dakota,2586,3226,5812,2755,3845,6600
2018,01,Tennessee,23125,13609,36734,24341,14769,39110
2018,01,Texas,46801,35269,82070,51498,40177,91675
2018,01,United States,569107,388662,957769,619127,446346,1065473
2018,01,Utah,3499,3449,6948,3899,4627,8526
2018,01,Vermont,1270,1143,2413,1386,1412,2798
2018,01,Virgin Islands,44,8,52,,,
2018,01,Virginia,21387,13473,34860,22889,14523,37413
2018,01,Washington,18645,11477,30122,18893,13802,32695
2018,01,West Virginia,5980,5236,11216,6866,6520,13386
2018,01,Wisconsin,11586,9225,20811,13317,12723,26040
2018,01,Wyoming,1706,1788,3494,2038,2349,4387
2018,02,Alabama,10681,8428,19109,8722,8986,17708
2018,02,Alaska,2690,2325,5015,3001,3020,6021
2018,02,Arizona,17490,10991,28481,14610,10397,25007
2018,02,Arkansas,9114,7721,16834,6728,7931,14659
2018,02,California,42384,27245,69629,41059,29877,70936
2018,02,Colorado,24130,16849,40978,22302,17558,39860
2018,02,Connecticut,6510,2496,9006,5937,2543,8480
2018,02,Delaware,2155,1855,4010,1890,1897,3787
2018,02,District of Columbia,69,4,74,76,5,81
2018,02,Florida,65971,31878,97849,59583,29957,89540
2018,02,Georgia,20370,11341,31711,15605,11741,27347
2018,02,Guam,110,43,153,121,49,170
2018,02,Hawaii,0,0,0,,,
2018,02,Idaho,4912,5026,9937,4504,5606,10110
2018,02,Illinois,29556,15599,45155,26112,14601,40713
2018,02,Indiana,27541,15987,43528,22459,15783,38242
2018,02,Iowa,180,2855,3035,162,3085,3246
2018,02,Kansas,8794,6981,15775,6845,6838,13683
2018,02,Kentucky,16410,11333,27743,11897,10417,22314
2018,02,Louisiana,13961,9515,23476,12746,12094,24841
2018,02,Maine,4156,3321,7477,3852,4242,8095
2018,02,Mariana Islands,10,11,21,,,
2018,02,Maryland,4928,6107,11035,4695,6203,10899
2018,02,Massachusetts,6028,3568,9596,5583,3656,9239
2018,02,Michigan,14541,10876,25417,12418,11911,24328
2018,02,Minnesota,5804,8129,13933,5456,10146,15602
2018,02,Mississippi,12772,7806,20578,9552,8661,18213
2018,02,Missouri,27685,20607,48292,23301,20560,43861
2018,02,Montana,3508,4132,7640,3494,5070,8563
2018,02,Nebraska,141,2177,2318,139,2419,2558
2018,02,Nevada,6355,3482,9836,5467,3464,8931
2018,02,New Hampshire,6361,3389,9750,5609,3629,9238
2018,02,New Jersey,5074,4011,9085,5012,4190,9202
2018,02,New Mexico,8446,5961,14407,6991,5501,12492
2018,02,New York,11596,15333,26929,10898,17034,27931
2018,02,North Carolina,2308,15349,17657,2066,15214,17280
2018,02,North Dakota,1966,2523,4489,1784,3088,4872
2018,02,Ohio,35739,23647,59386,30647,24181,54828
2018,02,Oklahoma,16654,12595,29249,14353,12688,27041
2018,02,Oregon,17251,12519,29770,15596,12806,28402
2018,02,Pennsylvania,56568,16334,72901,51433,16902,68335
2018,02,Puerto Rico,1948,204,2152,2099,239,2339
2018,02,Rhode Island,1629,1204,2834,1458,1120,2578
2018,02,South Carolina,14717,7753,22470,11146,7798,18943
2018,02,South Dakota,3352,4047,7399,2768,4408,7176
2018,02,Tennessee,34275,18622,52897,27843,18233,46077
2018,02,Texas,65281,43561,108842,54050,45539,99589
2018,02,United States,757078,507020,1264098,660307,528777,1189084
2018,02,Utah,4592,4460,9053,4135,4811,8946
2018,02,Vermont,2182,1998,4180,1743,1982,3725
2018,02,Virgin Islands,33,9,42,,,
2018,02,Virginia,29256,17347,46603,25280,17520,42800
2018,02,Washington,19945,13956,33901,18314,14340,32654
2018,02,West Virginia,9784,8012,17797,7702,7917,15618
2018,02,Wisconsin,16997,13257,30254,14790,14224,29014
2018,02,Wyoming,2170,2242,4412,2060,2482,4542
2018,03,Alabama,11515,8924,20439,8737,8787,17523
2018,03,Alaska,3623,3839,7462,3267,3604,6870
2018,03,Arizona,19705,12687,32393,15760,10702,26462
2018,03,Arkansas,9942,8285,18227,7300,8616,15915
2018,03,California,52168,35408,87575,45282,32527,77809
2018,03,Colorado,29096,21319,50415,23479,18800,42279
2018,03,Connecticut,7597,3275,10871,5937,2800,8737
2018,03,Delaware,2824,2710,5534,2089,2539,4628
2018,03,District of Columbia,103,4,108,70,4,74
2018,03,Florida,73742,36624,110366,61763,33564,95327
2018,03,Georgia,22735,12892,35627,17509,12564,30073
2018,03,Guam,92,62,154,90,58,148
2018,03,Hawaii,0,0,0,,,
2018,03,Idaho,6239,6681,12921,4897,5902,10799
2018,03,Illinois,37046,20196,57242,27738,16289,44026
2018,03,Indiana,32329,19963,52292,23373,17212,40585
2018,03,Iowa,198,3947,4145,156,3142,3297
2018,03,Kansas,9757,8130,17887,7272,7408,14680
2018,03,Kentucky,16906,12133,29039,12550,11186,23736
2018,03,Louisiana,16036,10618,26654,13243,12575,25818
2018,03,Maine,5376,4613,9989,3992,4532,8524
2018,03,Mariana Islands,16,9,25,,,
2018,03,Maryland,7055,7960,15015,5816,7295,13110
2018,03,Massachusetts,7537,4609,12146,5891,3658,9549
2018,03,Michigan,19248,14358,33606,13763,13036,26799
2018,03,Minnesota,8752,13102,21854,6224,11122,17346
2018,03,Mississippi,13817,8403,22220,10329,9212,19541
2018,03,Missouri,32038,25092,57130,24974,22142,47116
2018,03,Montana,4756,6271,11028,3788,5859,9647
2018,03,Nebraska,188,2662,2850,158,2594,2752
2018,03,Nevada,7453,4370,11823,5875,3706,9581
2018,03,New Hampshire,7855,4679,12534,5872,3950,9822
2018,03,New Jersey,5696,5234,10930,4711,4488,9199
2018,03,New Mexico,9537,7267,16804,7304,6299,13602
2018,03,New York,13071,19042,32113,10689,17383,28072
2018,03,North Carolina,2301,18038,20339,1994,17164,19158
2018,03,North Dakota,2555,3662,6217,1881,3276,5157
2018,03,Ohio,41958,28938,70896,32154,25007,57161
2018,03,Oklahoma,18602,14572,33174,15110,13812,28922
2018,03,Oregon,21362,17022,38384,17029,13959,30989
2018,03,Pennsylvania,74532,21854,96385,56570,17938,74508
2018,03,Puerto Rico,1923,233,2156,1916,248,2164
2018,03,Rhode Island,2058,1747,3805,1608,1379,2987
2018,03,South Carolina,15699,8990,24690,11898,8720,20618
2018,03,South Dakota,4115,5089,9204,3113,4833,7945
2018,03,Tennessee,35751,21360,57111,29594,21253,50847
2018,03,Texas,69821,46412,116234,56952,45599,102550
2018,03,United States,889176,624656,1513832,693861,573446,1267308
2018,03,Utah,5805,5826,11630,4390,5515,9906
2018,03,Vermont,3304,3189,6493,2363,2635,4998
2018,03,Virgin Islands,40,1,41,,,
2018,03,Virginia,33625,21098,54723,25847,19322,45169
2018,03,Washington,25175,18281,43456,20332,16822,37154
2018,03,West Virginia,11615,9822,21437,8585,8788,17373
2018,03,Wisconsin,21958,20186,42144,15619,15892,31512
2018,03,Wyoming,2929,2967,5896,2306,2635,4941
2018,04,Alabama,7325,6073,13398,8209,8483,16692
2018,04,Alaska,3629,3585,7214,3447,3484,6931
2018,04,Arizona,14878,8593,23471,14832,9669,24501
2018,04,Arkansas,5955,5072,11028,6567,7223,13791
2018,04,California,41595,28128,69724,41043,29516,70558
2018,04,Colorado,22249,15940,38189,22354,17047,39400
2018,04,Connecticut,5475,2366,7841,5459,2556,8015
2018,04,Delaware,2081,2004,4085,2022,2368,4390
2018,04,District of Columbia,101,4,106,90,6,96
2018,04,Florida,57594,22920,80513,59772,26664,86437
2018,04,Georgia,13987,7729,21715,15425,11449,26874
2018,04,Guam,111,53,164,119,58,177
2018,04,Hawaii,0,0,0,,,
2018,04,Idaho,4457,4830,9287,4586,5446,10032
2018,04,Illinois,27356,12953,40308,26381,14711,41092
2018,04,Indiana,22170,13465,35636,22472,15338,37810
2018,04,Iowa,173,2355,2528,162,2871,3032
2018,04,Kansas,6295,5276,11571,6826,6580,13405
2018,04,Kentucky,10319,7865,18184,11217,9689,20905
2018,04,Louisiana,11513,7516,19029,12833,12065,24897
2018,04,Maine,4156,4165,8320,3931,4452,8384
2018,04,Mariana Islands,13,11,24,,,
2018,04,Maryland,5399,5744,11143,5159,6229,11388
2018,04,Massachusetts,5274,3457,8732,5194,3540,8734
2018,04,Michigan,12678,9759,22437,12324,11369,23693
2018,04,Minnesota,7263,11036,18300,5519,9666,15185
2018,04,Mississippi,8690,4978,13668,9254,8257,17511
2018,04,Missouri,21638,16502,38140,23414,19394,42808
2018,04,Montana,3273,4673,7945,3191,4844,8035
2018,04,Nebraska,129,1632,1761,142,2085,2227
2018,04,Nevada,5160,3252,8412,5275,3368,8643
2018,04,New Hampshire,6221,3820,10041,5976,3794,9770
2018,04,New Jersey,5687,3904,9591,4894,4040,8934
2018,04,New Mexico,6767,4904,11671,6919,5347,12267
2018,04,New York,11341,16400,27741,10620,16848,27468
2018,04,North Carolina,1680,11358,13037,1819,15017,16837
2018,04,North Dakota,2128,3006,5135,1738,3023,4761
2018,04,Ohio,28901,18284,47186,27771,20460,48231
2018,04,Oklahoma,13695,10161,23856,14001,11896,25897
2018,04,Oregon,16607,12420,29027,16304,12573,28877
2018,04,Pennsylvania,51802,14777,66580,52022,16061,68083
2018,04,Puerto Rico,2158,224,2383,2259,245,2504
2018,04,Rhode Island,1485,1091,2576,1416,1041,2457
2018,04,South Carolina,10611,5885,16496,11299,8024,19323
2018,04,South Dakota,2846,3496,6342,2831,4151,6982
2018,04,Tennessee,25658,13596,39254,28156,17839,45995
2018,04,Texas,48269,32480,80749,52758,42546,95304
2018,04,United States,641245,434825,1076070,649143,495815,1144958
2018,04,Utah,4034,3806,7840,4078,4509,8587
2018,04,Vermont,2663,2695,5358,2231,2360,4590
2018,04,Virgin Islands,62,9,70,,,
2018,04,Virginia,22702,14035,36737,23715,16334,40050
2018,04,Washington,19555,12988,32542,18571,14152,32723
2018,04,West Virginia,7285,6436,13721,7553,7697,15250
2018,04,Wisconsin,16007,14875,30882,14923,14011,28935
2018,04,Wyoming,2147,2238,4386,2136,2423,4559
2018,05,Alabama,6598,5778,12376,7675,8352,16028
2018,05,Alaska,3945,3412,7357,3838,3775,7614
2018,05,Arizona,13031,7582,20613,14386,9512,23897
2018,05,Arkansas,5076,4072,9149,6249,6597,12846
2018,05,California,37876,27277,65153,39440,29494,68934
2018,05,Colorado,18824,13357,32182,20762,16058,36820
2018,05,Connecticut,4899,1953,6852,5291,2421,7712
2018,05,Delaware,1652,1306,2958,1852,1703,3555
2018,05,District of Columbia,97,2,99,83,2,85
2018,05,Florida,54825,19730,74555,59863,24862,84725
2018,05,Georgia,12764,6725,19490,14874,10650,25524
2018,05,Guam,101,53,154,101,52,153
2018,05,Hawaii,0,0,0,,,
2018,05,Idaho,3952,4420,8372,4481,5365,9847
2018,05,Illinois,21202,9945,31148,24267,13221,37489
2018,05,Indiana,18154,9794,27949,21754,13914,35668
2018,05,Iowa,111,1664,1775,151,2691,2842
2018,05,Kansas,5013,3915,8928,6231,5751,11982
2018,05,Kentucky,8859,5643,14502,10935,8748,19683
2018,05,Louisiana,10486,6522,17008,12119,10436,22555
2018,05,Maine,3483,2805,6288,3768,3869,7637
2018,05,Mariana Islands,8,8,15,,,
2018,05,Maryland,4983,4387,9370,5263,5841,11104
2018,05,Massachusetts,4783,2785,7568,5464,3319,8783
2018,05,Michigan,9659,6855,16514,11191,10375,21565
2018,05,Minnesota,4644,6185,10830,5008,8689,13698
2018,05,Mississippi,7622,4290,11912,9291,7658,16949
2018,05,Missouri,17981,12437,30417,20925,17368,38292
2018,05,Montana,3054,4177,7230,3198,4820,8018
2018,05,Nebraska,130,1261,1390,161,1993,2154
2018,05,Nevada,4877,2704,7581,5283,3125,8408
2018,05,New Hampshire,5189,2787,7976,5998,3459,9457
2018,05,New Jersey,5481,3091,8572,4978,3648,8626
2018,05,New Mexico,6120,3985,10106,6760,5026,11787
2018,05,New York,10044,11777,21821,10348,15021,25369
2018,05,North Carolina,1652,9326,10978,1894,14093,15987
2018,05,North Dakota,1538,2090,3628,1732,2768,4499
2018,05,Ohio,21545,12812,34356,24956,18149,43105
2018,05,Oklahoma,11884,8195,20079,14049,11468,25518
2018,05,Oregon,14546,10025,24572,15973,11816,27788
2018,05,Pennsylvania,43742,11737,55478,51771,15050,66821
2018,05,Puerto Rico,2436,284,2720,2334,277,2611
2018,05,Rhode Island,1255,851,2106,1324,1024,2348
2018,05,South Carolina,9127,4696,13823,10349,7249,17598
2018,05,South Dakota,2196,2720,4916,2603,3911,6514
2018,05,Tennessee,22604,11031,33635,26056,16292,42349
2018,05,Texas,44168,29347,73515,50286,40765,91050
2018,05,United States,555013,348593,903606,622411,462155,1084566
2018,05,Utah,3522,3328,6850,4006,4403,8409
2018,05,Vermont,1527,1438,2964,1714,1865,3579
2018,05,Virgin Islands,42,6,47,,,
2018,05,Virginia,20342,10954,31296,23717,15363,39080
2018,05,Washington,17344,11058,28402,18411,12940,31351
2018,05,West Virginia,6119,4776,10896,7304,7110,14414
2018,05,Wisconsin,11855,9106,20960,13780,12718,26498
2018,05,Wyoming,2044,2131,4174,2148,2466,4615
2018,06,Alabama,7020,5676,12696,7705,7575,15279
2018,06,Alaska,3277,2766,6043,3267,3343,6610
2018,06,Arizona,12506,7204,19710,14102,8913,23015
2018,06,Arkansas,5488,4443,9931,6379,7047,13426
2018,06,California,35952,25973,61926,36917,27232,64150
2018,06,Colorado,18436,12447,30882,20381,15230,35611
2018,06,Connecticut,5198,1840,7038,5416,2263,7678
2018,06,Delaware,1631,1199,2830,1873,1683,3555
2018,06,District of Columbia,87,3,90,90,4,94
2018,06,Florida,52026,18963,70988,56654,23375,80029
2018,06,Georgia,13365,7097,20462,15064,10328,25392
2018,06,Guam,106,46,152,103,49,152
2018,06,Hawaii,0,0,0,,,
2018,06,Idaho,4234,4371,8605,4614,5353,9966
2018,06,Illinois,20215,9294,29509,23654,12459,36114
2018,06,Indiana,17735,10031,27766,21046,13849,34895
2018,06,Iowa,102,1558,1660,148,2687,2834
2018,06,Kansas,5256,4049,9305,6341,6005,12347
2018,06,Kentucky,8418,5730,14148,10158,8789,18947
2018,06,Louisiana,12115,7693,19809,12752,12049,24801
2018,06,Maine,3100,2756,5855,3545,4019,7564
2018,06,Mariana Islands,10,8,18,,,
2018,06,Maryland,4536,4001,8537,4905,5439,10345
2018,06,Massachusetts,4563,2641,7204,4846,3334,8180
2018,06,Michigan,9391,6890,16281,10885,10288,21173
2018,06,Minnesota,4194,5814,10008,5109,8799,13908
2018,06,Mississippi,7886,4749,12635,9783,7998,17781
2018,06,Missouri,18772,13061,31833,21358,18181,39539
2018,06,Montana,3060,3924,6984,3265,4740,8005
2018,06,Nebraska,117,1201,1318,141,1899,2040
2018,06,Nevada,4774,2568,7342,5226,2978,8204
2018,06,New Hampshire,4885,2808,7693,5572,3429,9001
2018,06,New Jersey,5070,2889,7959,4864,3505,8368
2018,06,New Mexico,5915,3994,9909,6568,5007,11575
2018,06,New York,9845,10882,20727,10308,14925,25233
2018,06,North Carolina,1702,9129,10831,1856,13254,15110
2018,06,North Dakota,1436,2019,3454,1736,2699,4435
2018,06,Ohio,19907,12549,32456,23452,17236,40688
2018,06,Oklahoma,12766,8535,21300,14157,11617,25775
2018,06,Oregon,13973,9528,23502,15036,11280,26316
2018,06,Pennsylvania,41008,11899,52907,48450,15202,63653
2018,06,Puerto Rico,2417,231,2648,2197,215,2413
2018,06,Rhode Island,1072,795,1868,1232,965,2196
2018,06,South Carolina,9476,5095,14572,10570,7243,17813
2018,06,South Dakota,2201,2677,4878,2630,3939,6569
2018,06,Tennessee,22886,11439,34324,25876,16225,42101
2018,06,Texas,49257,32999,82256,52300,40967,93267
2018,06,United States,547780,346880,894660,590845,448961,1039806
2018,06,Utah,3235,2974,6210,3737,3945,7682
2018,06,Vermont,1563,1380,2944,1779,1928,3707
2018,06,Virgin Islands,51,4,55,,,
2018,06,Virginia,19593,10852,30445,22051,14484,36535
2018,06,Washington,17207,10997,28204,17812,12581,30393
2018,06,West Virginia,5819,4852,10671,7090,7131,14221
2018,06,Wisconsin,11044,8441,19485,13254,12161,25415
2018,06,Wyoming,1884,1914,3798,2100,2311,4411
2018,07,Alabama,5865,5238,11103,7231,7238,14469
2018,07,Alaska,2830,2615,5445,2929,3037,5966
2018,07,Arizona,11862,7113,18975,14228,8731,22959
2018,07,Arkansas,4987,4305,9293,6494,6896,13390
2018,07,California,33535,23250,56784,37639,27788,65428
2018,07,Colorado,17953,12254,30207,20115,15082,35198
2018,07,Connecticut,4817,1772,6589,5581,2231,7812
2018,07,Delaware,1515,1114,2629,1895,1603,3498
2018,07,District of Columbia,97,2,99,109,2,111
2018,07,Florida,48813,16851,65663,54822,21693,76515
2018,07,Georgia,11207,6227,17434,14552,9579,24132
2018,07,Guam,106,51,156,104,49,153
2018,07,Hawaii,0,0,0,,,
2018,07,Idaho,3704,3658,7361,4502,4962,9464
2018,07,Illinois,19270,9263,28533,23634,11970,35604
2018,07,Indiana,15929,9231,25160,20288,12847,33135
2018,07,Iowa,88,1620,1708,142,2651,2793
2018,07,Kansas,5316,4030,9347,6521,5719,12240
2018,07,Kentucky,7312,5366,12678,9158,8172,17331
2018,07,Louisiana,10020,7291,17311,12154,11362,23516
2018,07,Maine,2954,2681,5634,3534,3685,7219
2018,07,Mariana Islands,6,8,13,,,
2018,07,Maryland,4143,3777,7920,4620,5141,9761
2018,07,Massachusetts,3857,2335,6192,4722,3056,7778
2018,07,Michigan,8791,6780,15572,10779,9672,20451
2018,07,Minnesota,3779,5825,9603,4957,8430,13387
2018,07,Mississippi,6782,4234,11015,9143,7290,16433
2018,07,Missouri,16625,12379,29005,20386,17581,37967
